Skoleår;Skole;Fagkode;Fag;Karaktertype;Karaktersnitt årsslutt;Antall elever;Antall elever med standpunktkarakter >0
2020/21;Horten videregående skole;MOK2008;Mediesamfunnet 1;Standpunkt;4,80;30;27
2020/21;Horten videregående skole;MOK2012;Medieuttrykk 1;Standpunkt;3,20;30;28
2020/21;Horten videregående skole;MOK3002;Bilde;Standpunkt;-;17;16
2020/21;Horten videregående skole;MOK3004;Grafisk design;Standpunkt;4,57;16;15
2020/21;Horten videregående skole;MOK3006;Mediespesialisering;Standpunkt;5,20;18;17
2020/21;Horten videregående skole;NAT1003;Naturfag, vg3 påbygging til generell studiekompetanse;Standpunkt;4,18;28;24
2020/21;Horten videregående skole;NAT1007;Naturfag vg1 studieforberedende utdanningsprogram;Standpunkt;4,54;239;230
2020/21;Horten videregående skole;NAT1009;Naturfag vg1 EL;Standpunkt;4,00;31;28
2020/21;Horten videregående skole;NAT1010;Naturfag vg1 FD;Standpunkt;3,06;30;23
2020/21;Horten videregående skole;NAT1011;Naturfag vg1 HS;Standpunkt;3,83;78;70
2020/21;Horten videregående skole;NAT1013;Naturfag vg1 IM;Standpunkt;4,64;15;13
2020/21;Horten videregående skole;NAT1016;Naturfag vg1 SR;Standpunkt;3,76;19;14
2020/21;Horten videregående skole;NAT1017;Naturfag vg1 TP;Standpunkt;3,00;17;11
2020/21;Horten videregående skole;NOR1206;Norsk, vg2 yrkesfaglige utdanningsprogram;Standpunkt;4,07;132;118
2020/21;Horten videregående skole;NOR1208;Norsk hovedmål, vg2 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,31;236;0
2020/21;Horten videregående skole;NOR1209;Norsk sidemål, vg2 studieforberedende utdanningsprogram, skriftlig;Standpunkt;-;1;0
2020/21;Horten videregående skole;NOR1210;Norsk, vg2 studieforberedende utdanningsprogram, muntlig;Standpunkt;4,09;236;0
2020/21;Horten videregående skole;NOR1211;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,56;206;202
2020/21;Horten videregående skole;NOR1212;Norsk sidemål,  vg3 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,18;206;185
2020/21;Horten videregående skole;NOR1213;Norsk, vg3 studieforberedende utdanningsprogram, muntlig;Standpunkt;4,56;206;202
2020/21;Horten videregående skole;NOR1231;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Standpunkt;2,50;27;23
2020/21;Horten videregående skole;NOR1232;Norsk sidemål, vg3 påbygging til generell studiekompetanse, skriftlig;Standpunkt;3,98;27;15
2020/21;Horten videregående skole;NOR1233;Norsk, vg3 påbygging til generell studiekompetanse, muntlig;Standpunkt;3,13;27;25
2020/21;Horten videregående skole;NOR1260;Norsk, vg1 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,21;270;0
2020/21;Horten videregående skole;NOR1261;Norsk, vg1 studieforberedende utdanningsprogram, muntlig;Standpunkt;4,37;266;0
2020/21;Horten videregående skole;NOR1403;Norsk for elever i vgo med kort botid i Norge, vg2 studieforberedende utdanningsprogram, skriftlig;Standpunkt;-;3;0
2020/21;Horten videregående skole;NOR1404;Norsk for elever i vgo med kort botid i Norge, vg2 studieforberedende utdanningsprogram, muntlig;Standpunkt;-;3;0
2020/21;Horten videregående skole;NOR1405;Norsk for elever i vgo med kort botid i Norge, vg3 studieforberedende utdanningsprogram, skriftlig;Standpunkt;-;5;5
2020/21;Horten videregående skole;NOR1406;Norsk for elever i vgo med kort botid i Norge, vg3 studieforberedende utdanningsprogram, muntlig;Standpunkt;-;5;5
2020/21;Horten videregående skole;NOR1408;Norsk for elever i vgo med kort botid i Norge, vg2 yrkesfaglige utdanningsprogram;Standpunkt;-;10;9
2020/21;Horten videregående skole;NOR1410;Norsk for elever i vgo med kort botid i Norge, vg3 påbygging til generell studiekompetanse, skriftlig;Standpunkt;-;2;2
2020/21;Horten videregående skole;NOR1411;Norsk for elever i vgo med kort botid i Norge, vg3 påbygging til generell studiekompetanse, muntlig;Standpunkt;-;2;2
2020/21;Horten videregående skole;NOR1412;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, skriftlig;Standpunkt;-;3;0
2020/21;Horten videregående skole;NOR1413;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, muntlig;Standpunkt;-;3;0
2020/21;Horten videregående skole;PIN2001;Produksjon;Standpunkt;2,75;16;16
2020/21;Horten videregående skole;PIN2002;Reparasjon og vedlikehold;Standpunkt;3,38;16;16
2020/21;Horten videregående skole;PIN2003;Dokumentasjon og kvalitet;Standpunkt;3,81;16;15
2020/21;Horten videregående skole;PIN2004;Tverrfaglig eksamen industriteknologi;Standpunkt;-;16;0
2020/21;Horten videregående skole;PSP5017;Fransk nivå III;Standpunkt;-;1;1
2020/21;Horten videregående skole;PSP5018;Fransk nivå III, muntlig;Standpunkt;-;1;1
2020/21;Horten videregående skole;PSP5045;Russisk nivå II;Standpunkt;-;1;0
2020/21;Horten videregående skole;REA3001;Biologi 1;Standpunkt;4,33;30;30
2020/21;Horten videregående skole;REA3002;Biologi 2;Standpunkt;4,63;24;22
2020/21;Horten videregående skole;REA3003;Biologi 2, muntlig-praktisk;Standpunkt;-;5;0
2020/21;Horten videregående skole;REA3004;Fysikk 1;Standpunkt;4,26;68;62
2020/21;Horten videregående skole;REA3005;Fysikk 2;Standpunkt;4,55;15;15
2020/21;Horten videregående skole;REA3006;Fysikk 2, muntlig-praktisk;Standpunkt;-;5;0
2020/21;Horten videregående skole;REA3011;Kjemi 1;Standpunkt;4,57;64;60
2020/21;Horten videregående skole;REA3012;Kjemi 2;Standpunkt;-;16;16
2020/21;Horten videregående skole;REA3013;Kjemi 2, muntlig-praktisk;Standpunkt;5,78;7;0
2020/21;Horten videregående skole;REA3014;Informasjonsteknologi 1;Standpunkt;3,70;29;27
2020/21;Horten videregående skole;REA3018;Teknologi og forskningslære 1;Standpunkt;5,46;50;49
2020/21;Horten videregående skole;REA3019;Teknologi og forskningslære 2;Standpunkt;5,75;17;17
2020/21;Horten videregående skole;REA3022;Matematikk R1;Standpunkt;4,57;61;55
2020/21;Horten videregående skole;REA3023;Matematikk R1, muntlig;Standpunkt;-;7;0
2020/21;Horten videregående skole;REA3024;Matematikk R2;Standpunkt;4,83;23;21
2020/21;Horten videregående skole;REA3025;Matematikk R2, muntlig;Standpunkt;-;7;0
2020/21;Horten videregående skole;REA3026;Matematikk S1;Standpunkt;3,92;73;51
2020/21;Horten videregående skole;REA3028;Matematikk S2;Standpunkt;4,48;22;18
2020/21;Horten videregående skole;REL1001;Religion og etikk;Standpunkt;4,49;183;172
2020/21;Horten videregående skole;SAF1001;Samfunnsfag;Standpunkt;3,92;219;203
2020/21;Horten videregående skole;SAK1001;Samfunnskunnskap;Standpunkt;4,42;178;174
2020/21;Horten videregående skole;SAM3001;Historie og filosofi 1;Standpunkt;4,35;41;40
2020/21;Horten videregående skole;SAM3002;Historie og filosofi 2;Standpunkt;4,22;36;35
2020/21;Horten videregående skole;SAM3003;Historie og filosofi 2, muntlig;Standpunkt;4,82;10;0
2020/21;Horten videregående skole;SAM3005;Markedsføring og ledelse 1;Standpunkt;3,88;31;30
2020/21;Horten videregående skole;SAM3006;Markedsføring og ledelse 2;Standpunkt;5,22;22;20
2020/21;Horten videregående skole;SAM3007;Markedsføring og ledelse 2, muntlig;Standpunkt;4,72;7;0
2020/21;Horten videregående skole;SAM3016;Sosialkunnskap;Standpunkt;4,44;32;30
2020/21;Horten videregående skole;SAM3017;Sosialkunnskap, muntlig;Standpunkt;-;8;0
2020/21;Horten videregående skole;SAM3019;Sosiologi og sosialantropologi;Standpunkt;4,35;48;44
2020/21;Horten videregående skole;SAM3020;Politikk og menneskerettigheter;Standpunkt;4,11;30;26
2020/21;Horten videregående skole;SAM3021;Politikk og menneskerettigheter, muntlig;Standpunkt;4,39;7;0
2020/21;Horten videregående skole;SAM3022;Rettslære 1;Standpunkt;4,43;45;40
2020/21;Horten videregående skole;SAM3023;Rettslære 2;Standpunkt;5,16;16;15
2020/21;Horten videregående skole;SAM3025;Samfunnsøkonomi 1;Standpunkt;3,90;26;24
2020/21;Horten videregående skole;SAM3026;Samfunnsøkonomi 2;Standpunkt;2,42;22;19
2020/21;Horten videregående skole;SAM3027;Samfunnsøkonomi 2, muntlig;Standpunkt;4,00;7;0
2020/21;Horten videregående skole;SAM3033;Økonomistyring;Standpunkt;4,07;24;24
2020/21;Horten videregående skole;SAM3035;Økonomi og ledelse;Standpunkt;-;12;11
2020/21;Horten videregående skole;SAM3036;Økonomi og ledelse, muntlig-praktisk;Standpunkt;-;3;0
2020/21;Horten videregående skole;SAM3037;Psykologi 1;Standpunkt;4,47;91;85
2020/21;Horten videregående skole;SAM3038;Psykologi 2;Standpunkt;5,33;26;23
2020/21;Horten videregående skole;SPR3008;Internasjonal engelsk, skriftlig;Standpunkt;4,29;29;28
2020/21;Horten videregående skole;SPR3009;Internasjonal engelsk, muntlig;Standpunkt;3,73;29;27
2020/21;Horten videregående skole;SPR3010;Samfunnsfaglig engelsk, skriftlig;Standpunkt;4,20;17;14
2020/21;Horten videregående skole;SPR3011;Samfunnsfaglig engelsk, muntlig;Standpunkt;-;17;14
2020/21;Horten videregående skole;SSR1001;Forretningsdrift;Standpunkt;4,83;19;11
2020/21;Horten videregående skole;SSR1002;Markedsføring og innovasjon;Standpunkt;3,74;19;12
2020/21;Horten videregående skole;SSR1003;Kultur og samhandling;Standpunkt;3,05;19;12
2020/21;Horten videregående skole;SSS2001;Markedsføring og salg;Standpunkt;4,29;15;14
2020/21;Horten videregående skole;SSS2002;Sikkerhet;Standpunkt;3,59;15;14
2020/21;Horten videregående skole;SSS2003;Økonomi og administrasjon;Standpunkt;3,95;15;14
2020/21;Horten videregående skole;SSS2004;Tverrfaglig eksamen salg, service og sikkerhet;Standpunkt;4,31;14;0
2020/21;Horten videregående skole;TIP1006;Produksjon og tjenester;Standpunkt;-;17;7
2020/21;Horten videregående skole;TIP1007;Konstruksjons- og styringsteknikk;Standpunkt;1,75;17;7
2020/21;Horten videregående skole;TIP1008;Produktivitet og kvalitetsstyring;Standpunkt;3,29;17;8
2020/21;Horten videregående skole;TRL2001;Bransjeteknikk;Standpunkt;3,00;14;8
2020/21;Horten videregående skole;TRL2002;Transport og logistikk;Standpunkt;3,80;14;8
2020/21;Horten videregående skole;TRL2003;Tverrfaglig eksamen transport og logistikk;Standpunkt;4,64;10;0
2020/21;Horten videregående skole;YFF4101;Yrkesfaglig fordypning vg1;Standpunkt;-;1;0
2020/21;Horten videregående skole;YFF4102;Yrkesfaglig fordypning vg1;Standpunkt;4,93;31;28
2020/21;Horten videregående skole;YFF4106;Yrkesfaglig fordypning vg1;Standpunkt;3,66;159;132
2020/21;Horten videregående skole;YFF4202;Yrkesfaglig fordypning vg2;Standpunkt;5,13;27;25
2020/21;Horten videregående skole;YFF4209;Yrkesfaglig fordypning vg2;Standpunkt;3,84;132;120
2020/21;Horten videregående skole;YFF4212;Yrkesfaglig fordypning vg2;Standpunkt;4,27;24;20
2020/21;Horten videregående skole;YRK3002;Yrkessjåførforskriften, § 16;Standpunkt;-;1;0
2020/21;Melsom videregående skole;ENG1003;Engelsk, vg2 yrkesfaglige utdanningsprogram;Standpunkt;5,10;22;19
2020/21;Melsom videregående skole;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Standpunkt;4,60;29;25
2020/21;Melsom videregående skole;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Standpunkt;4,43;53;47
2020/21;Melsom videregående skole;FSP5119;Tysk I;Standpunkt;3,71;12;11
2020/21;Melsom videregående skole;FSP5122;Tysk II;Standpunkt;-;1;1
2020/21;Melsom videregående skole;FSP5125;Tysk I+II;Standpunkt;-;10;9
2020/21;Melsom videregående skole;FSP6238;Tysk I, 1. år;Standpunkt;4,55;22;0
2020/21;Melsom videregående skole;FSP6241;Tysk II, 1. år;Standpunkt;4,17;7;0
2020/21;Melsom videregående skole;GEO1003;Geografi;Standpunkt;4,20;23;21
2020/21;Melsom videregående skole;HHO2001;Stalldrift;Standpunkt;4,75;8;7
2020/21;Melsom videregående skole;HHO2002;Aktiviteter med hest;Standpunkt;-;8;7
2020/21;Melsom videregående skole;HHO2003;Hest og hestehold;Standpunkt;3,69;8;7
2020/21;Melsom videregående skole;HHO2004;Tverrfaglig eksamen heste- og hovslagerfag;Standpunkt;3,92;7;0
2020/21;Melsom videregående skole;HIS1001;Historie vg2 studieforberedende utdanningsprogram;Standpunkt;3,93;13;0
2020/21;Melsom videregående skole;HIS1002;Historie vg3 studieforberedende utdanningsprogram;Standpunkt;4,11;29;29
2020/21;Melsom videregående skole;HIS1003;Historie vg3 påbygging til generell studiekompetanse;Standpunkt;2,94;30;29
2020/21;Melsom videregående skole;IDR3002;Toppidrett 2;Standpunkt;3,20;5;4
2020/21;Melsom videregående skole;IDR3003;Toppidrett 3;Standpunkt;3,44;15;13
2020/21;Melsom videregående skole;IDR3013;Toppidrett 1;Standpunkt;3,67;15;11
2020/21;Melsom videregående skole;KRO1005;Kroppsøving vg2;Standpunkt;-;35;18
2020/21;Melsom videregående skole;KRO1006;Kroppsøving vg3;Standpunkt;4,06;52;50
2020/21;Melsom videregående skole;KRO1017;Kroppsøving vg1;Standpunkt;3,67;81;0
2020/21;Melsom videregående skole;LBR3001;Plante- og husdyrproduksjon;Standpunkt;-;6;6
2020/21;Melsom videregående skole;LBR3002;Utmark og kulturlandskap;Standpunkt;2,63;6;6
2020/21;Melsom videregående skole;LBR3003;Gårdsdrift;Standpunkt;-;6;6
2020/21;Melsom videregående skole;LBR3004;Traktor og maskiner;Standpunkt;3,25;6;6
2020/21;Melsom videregående skole;LBR3006;Økologisk landbruk 1;Standpunkt;4,00;6;5
2020/21;Melsom videregående skole;LBR3008;Tverrfaglig eksamen, landbruk;Standpunkt;-;6;0
2020/21;Melsom videregående skole;LGA2001;Produksjon og tjenesteyting;Standpunkt;4,57;14;13
2020/21;Melsom videregående skole;LGA2002;Forvaltning og drift;Standpunkt;4,77;14;13
2020/21;Melsom videregående skole;LGA2003;Tverrfaglig eksamen landbruk og gartnernæring;Standpunkt;4,00;14;0
2020/21;Melsom videregående skole;MAT1005;Matematikk 2P-Y;Standpunkt;3,63;30;27
2020/21;Melsom videregående skole;MAT1015;Matematikk 2P;Standpunkt;3,57;10;10
2020/21;Melsom videregående skole;MAT1019;Matematikk 1P;Standpunkt;4,15;29;25
2020/21;Melsom videregående skole;MAT1123;Matematikk 1P-Y NA;Standpunkt;4,11;53;45
2020/21;Melsom videregående skole;MOK2002;Mediesamfunnet 2;Standpunkt;-;8;8
2020/21;Melsom videregående skole;MOK2003;Mediesamfunnet 3;Standpunkt;5,20;14;14
2020/21;Melsom videregående skole;MOK2006;Medieuttrykk 2;Standpunkt;-;22;8
2020/21;Melsom videregående skole;MOK2007;Medieuttrykk 3;Standpunkt;3,72;14;14
2020/21;Melsom videregående skole;MOK2008;Mediesamfunnet 1;Standpunkt;4,10;14;12
2020/21;Melsom videregående skole;MOK2012;Medieuttrykk 1;Standpunkt;3,40;14;12
2020/21;Melsom videregående skole;MOK3002;Bilde;Standpunkt;-;9;8
2020/21;Melsom videregående skole;MOK3004;Grafisk design;Standpunkt;2,86;8;8
2020/21;Melsom videregående skole;MOK3006;Mediespesialisering;Standpunkt;4,10;14;14
2020/21;Melsom videregående skole;NAB1005;Naturbasert produksjon og tjenesteyting;Standpunkt;3,78;52;48
2020/21;Melsom videregående skole;NAB1006;Naturbasert næringsaktivitet;Standpunkt;3,64;52;47
2020/21;Melsom videregående skole;NAB3001;Naturforvaltning;Standpunkt;4,67;14;10
2020/21;Melsom videregående skole;NAT1003;Naturfag, vg3 påbygging til generell studiekompetanse;Standpunkt;3,14;30;27
2020/21;Melsom videregående skole;NAT1007;Naturfag vg1 studieforberedende utdanningsprogram;Standpunkt;3,83;29;25
2020/21;Melsom videregående skole;NAT1014;Naturfag vg1 NA;Standpunkt;3,91;53;45
2020/21;Melsom videregående skole;NOR1206;Norsk, vg2 yrkesfaglige utdanningsprogram;Standpunkt;-;22;19
2020/21;Melsom videregående skole;NOR1208;Norsk hovedmål, vg2 studieforberedende utdanningsprogram, skriftlig;Standpunkt;3,31;13;0
2020/21;Melsom videregående skole;NOR1209;Norsk sidemål, vg2 studieforberedende utdanningsprogram, skriftlig;Standpunkt;2,17;13;0
2020/21;Melsom videregående skole;NOR1210;Norsk, vg2 studieforberedende utdanningsprogram, muntlig;Standpunkt;3,40;13;0
2020/21;Melsom videregående skole;NOR1211;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,11;29;29
2020/21;Melsom videregående skole;NOR1212;Norsk sidemål,  vg3 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,40;29;25
2020/21;Melsom videregående skole;NOR1213;Norsk, vg3 studieforberedende utdanningsprogram, muntlig;Standpunkt;4,02;29;29
2020/21;Melsom videregående skole;NOR1231;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Standpunkt;3,21;30;29
2020/21;Melsom videregående skole;NOR1232;Norsk sidemål, vg3 påbygging til generell studiekompetanse, skriftlig;Standpunkt;3,04;30;14
2020/21;Melsom videregående skole;NOR1233;Norsk, vg3 påbygging til generell studiekompetanse, muntlig;Standpunkt;3,84;29;29
2020/21;Melsom videregående skole;NOR1260;Norsk, vg1 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,47;29;0
2020/21;Melsom videregående skole;NOR1261;Norsk, vg1 studieforberedende utdanningsprogram, muntlig;Standpunkt;4,22;27;0
2020/21;Melsom videregående skole;REA3011;Kjemi 1;Standpunkt;3,11;14;9
2020/21;Melsom videregående skole;REA3012;Kjemi 2;Standpunkt;-;5;5
2020/21;Melsom videregående skole;REA3026;Matematikk S1;Standpunkt;-;3;2
2020/21;Melsom videregående skole;REA3028;Matematikk S2;Standpunkt;-;5;5
2020/21;Melsom videregående skole;REL1001;Religion og etikk;Standpunkt;4,22;29;29
2020/21;Melsom videregående skole;SAF1001;Samfunnsfag;Standpunkt;4,14;22;19
2020/21;Melsom videregående skole;SAK1001;Samfunnskunnskap;Standpunkt;-;23;21
2020/21;Melsom videregående skole;SAM3008;Medie- og informasjonskunnskap 1;Standpunkt;-;2;2
2020/21;Melsom videregående skole;SAM3009;Medie- og informasjonskunnskap 2;Standpunkt;-;10;10
2020/21;Melsom videregående skole;SAM3037;Psykologi 1;Standpunkt;2,75;4;4
2020/21;Melsom videregående skole;SAM3038;Psykologi 2;Standpunkt;-;20;20
2020/21;Melsom videregående skole;YFF4106;Yrkesfaglig fordypning vg1;Standpunkt;3,98;53;45
2020/21;Melsom videregående skole;YFF4209;Yrkesfaglig fordypning vg2;Standpunkt;4,71;22;21
2020/21;Nøtterøy videregående skole;APO3001;Helsefremmende arbeid;Standpunkt;3,25;16;16
2020/21;Nøtterøy videregående skole;APO3002;Kommunikasjon og samhandling;Standpunkt;3,60;16;16
2020/21;Nøtterøy videregående skole;APO3003;Yrkesutøvelse;Standpunkt;4,30;16;16
2020/21;Nøtterøy videregående skole;APO3004;Tverrfaglig eksamen, apotekteknikk;Standpunkt;4,31;16;0
2020/21;Nøtterøy videregående skole;BUA2001;Helsefremmende arbeid;Standpunkt;4,56;22;21
2020/21;Nøtterøy videregående skole;BUA2002;Kommunikasjon og samhandling;Standpunkt;4,38;22;21
2020/21;Nøtterøy videregående skole;BUA2003;Yrkesutøvelse;Standpunkt;3,88;22;21
2020/21;Nøtterøy videregående skole;BUA2004;Tverrfaglig eksamen barne- og ungdomsarbeiderfag;Standpunkt;5,25;21;0
2020/21;Nøtterøy videregående skole;ENG1003;Engelsk, vg2 yrkesfaglige utdanningsprogram;Standpunkt;3,44;58;54
2020/21;Nøtterøy videregående skole;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Standpunkt;3,91;131;126
2020/21;Nøtterøy videregående skole;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Standpunkt;3,71;57;50
2020/21;Nøtterøy videregående skole;FSP5023;Fransk II;Standpunkt;4,67;14;14
2020/21;Nøtterøy videregående skole;FSP5026;Fransk I+II;Standpunkt;-;1;0
2020/21;Nøtterøy videregående skole;FSP5038;Japansk I;Standpunkt;-;1;0
2020/21;Nøtterøy videregående skole;FSP5039;Japansk I, muntlig;Standpunkt;4,33;1;0
2020/21;Nøtterøy videregående skole;FSP5092;Spansk I;Standpunkt;3,60;25;25
2020/21;Nøtterøy videregående skole;FSP5095;Spansk II;Standpunkt;4,93;36;36
2020/21;Nøtterøy videregående skole;FSP5097;Spansk I+II, 2. år;Standpunkt;-;5;0
2020/21;Nøtterøy videregående skole;FSP5098;Spansk I+II;Standpunkt;4,22;4;4
2020/21;Nøtterøy videregående skole;FSP5119;Tysk I;Standpunkt;4,13;21;19
2020/21;Nøtterøy videregående skole;FSP5122;Tysk II;Standpunkt;3,83;38;38
2020/21;Nøtterøy videregående skole;FSP5124;Tysk I+II, 2. år;Standpunkt;-;5;0
2020/21;Nøtterøy videregående skole;FSP5125;Tysk I+II;Standpunkt;-;3;3
2020/21;Nøtterøy videregående skole;FSP6115;Serbisk II;Standpunkt;-;1;0
2020/21;Nøtterøy videregående skole;FSP6119;Serbisk II, muntlig;Standpunkt;-;1;0
2020/21;Nøtterøy videregående skole;FSP6151;Fransk II, 1. år;Standpunkt;-;13;0
2020/21;Nøtterøy videregående skole;FSP6218;Spansk I, 1. år;Standpunkt;2,88;8;0
2020/21;Nøtterøy videregående skole;FSP6221;Spansk II, 1. år;Standpunkt;4,14;46;0
2020/21;Nøtterøy videregående skole;FSP6224;Spansk I+II, 1. år;Standpunkt;-;1;0
2020/21;Nøtterøy videregående skole;FSP6238;Tysk I, 1. år;Standpunkt;4,00;17;0
2020/21;Nøtterøy videregående skole;FSP6241;Tysk II, 1. år;Standpunkt;2,80;28;0
2020/21;Nøtterøy videregående skole;FSP6244;Tysk I+II, 1. år;Standpunkt;-;10;0
2020/21;Nøtterøy videregående skole;GEO1003;Geografi;Standpunkt;4,23;131;129
2020/21;Nøtterøy videregående skole;HEA2001;Helsefremmende arbeid;Standpunkt;4,06;22;22
2020/21;Nøtterøy videregående skole;HEA2002;Kommunikasjon og samhandling;Standpunkt;3,63;22;22
2020/21;Nøtterøy videregående skole;HEA2003;Yrkesutøvelse;Standpunkt;3,00;22;22
2020/21;Nøtterøy videregående skole;HEA2004;Tverrfaglig eksamen helsearbeiderfag;Standpunkt;3,88;22;0
2020/21;Nøtterøy videregående skole;HES2001;Helsefremmende arbeid;Standpunkt;3,75;15;15
2020/21;Nøtterøy videregående skole;HES2002;Kommunikasjon og samhandling;Standpunkt;3,63;15;15
2020/21;Nøtterøy videregående skole;HES2003;Yrkesutøvelse;Standpunkt;4,19;15;15
2020/21;Nøtterøy videregående skole;HES2004;Tverrfaglig eksamen helseservicefag;Standpunkt;4,21;15;0
2020/21;Nøtterøy videregående skole;HIS1001;Historie vg2 studieforberedende utdanningsprogram;Standpunkt;4,18;147;0
2020/21;Nøtterøy videregående skole;HIS1002;Historie vg3 studieforberedende utdanningsprogram;Standpunkt;4,81;107;105
2020/21;Nøtterøy videregående skole;HIS1003;Historie vg3 påbygging til generell studiekompetanse;Standpunkt;-;15;15
2020/21;Nøtterøy videregående skole;HSF1006;Helsefremmende arbeid;Standpunkt;3,57;57;49
2020/21;Nøtterøy videregående skole;HSF1007;Kommunikasjon og samhandling;Standpunkt;4,05;57;49
2020/21;Nøtterøy videregående skole;HSF1008;Yrkesliv i helse- og oppvekstfag;Standpunkt;4,14;57;48
2020/21;Nøtterøy videregående skole;IDR3004;Breddeidrett 1;Standpunkt;4,50;28;0
2020/21;Nøtterøy videregående skole;IDR3005;Breddeidrett 2;Standpunkt;4,40;19;19
2020/21;Nøtterøy videregående skole;IDR3007;Friluftsliv 1;Standpunkt;3,47;40;39
2020/21;Nøtterøy videregående skole;IDR3016;Breddeidrett 1;Standpunkt;3,67;27;27
2020/21;Nøtterøy videregående skole;KRO1005;Kroppsøving vg2;Standpunkt;4,03;205;53
2020/21;Nøtterøy videregående skole;KRO1006;Kroppsøving vg3;Standpunkt;4,17;136;131
2020/21;Nøtterøy videregående skole;KRO1017;Kroppsøving vg1;Standpunkt;3,76;187;0
2020/21;Nøtterøy videregående skole;MAT1005;Matematikk 2P-Y;Standpunkt;3,25;19;19
2020/21;Nøtterøy videregående skole;MAT1015;Matematikk 2P;Standpunkt;4,58;62;61
2020/21;Nøtterøy videregående skole;MAT1019;Matematikk 1P;Standpunkt;3,55;89;83
2020/21;Nøtterøy videregående skole;MAT1021;Matematikk 1T;Standpunkt;4,57;55;44
2020/21;Nøtterøy videregående skole;MAT1117;Matematikk 1P-Y HS;Standpunkt;3,52;57;49
2020/21;Nøtterøy videregående skole;NAT1007;Naturfag vg1 studieforberedende utdanningsprogram;Standpunkt;4,31;130;128
2020/21;Nøtterøy videregående skole;NAT1011;Naturfag vg1 HS;Standpunkt;4,04;57;49
2020/21;Nøtterøy videregående skole;NOR1202;Norsk sidemål, vg1 studieforberedende utdanningsprogram, skriftlig;Standpunkt;-;1;0
2020/21;Nøtterøy videregående skole;NOR1206;Norsk, vg2 yrkesfaglige utdanningsprogram;Standpunkt;4,16;31;24
2020/21;Nøtterøy videregående skole;NOR1208;Norsk hovedmål, vg2 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,17;166;0
2020/21;Nøtterøy videregående skole;NOR1210;Norsk, vg2 studieforberedende utdanningsprogram, muntlig;Standpunkt;4,51;166;0
2020/21;Nøtterøy videregående skole;NOR1211;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,43;120;119
2020/21;Nøtterøy videregående skole;NOR1212;Norsk sidemål,  vg3 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,62;120;112
2020/21;Nøtterøy videregående skole;NOR1213;Norsk, vg3 studieforberedende utdanningsprogram, muntlig;Standpunkt;4,49;120;119
2020/21;Nøtterøy videregående skole;NOR1260;Norsk, vg1 studieforberedende utdanningsprogram, skriftlig;Standpunkt;3,95;141;0
2020/21;Nøtterøy videregående skole;NOR1261;Norsk, vg1 studieforberedende utdanningsprogram, muntlig;Standpunkt;4,35;137;0
2020/21;Nøtterøy videregående skole;NOR1405;Norsk for elever i vgo med kort botid i Norge, vg3 studieforberedende utdanningsprogram, skriftlig;Standpunkt;-;2;2
2020/21;Nøtterøy videregående skole;NOR1406;Norsk for elever i vgo med kort botid i Norge, vg3 studieforberedende utdanningsprogram, muntlig;Standpunkt;3,75;2;2
2020/21;Nøtterøy videregående skole;NOR1408;Norsk for elever i vgo med kort botid i Norge, vg2 yrkesfaglige utdanningsprogram;Standpunkt;3,63;10;10
2020/21;Nøtterøy videregående skole;NOR1412;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, skriftlig;Standpunkt;2,60;3;0
2020/21;Nøtterøy videregående skole;NOR1413;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, muntlig;Standpunkt;-;3;0
2020/21;Nøtterøy videregående skole;PSP5177;Japansk nivå II;Standpunkt;-;1;0
2020/21;Nøtterøy videregående skole;PSP5178;Japansk nivå II, muntlig;Standpunkt;-;1;0
2020/21;Nøtterøy videregående skole;PSP5508;Arabisk nivå II;Standpunkt;-;1;0
2020/21;Nøtterøy videregående skole;PSP5509;Arabisk nivå II, muntlig;Standpunkt;4,00;1;0
2020/21;Nøtterøy videregående skole;PSP5510;Arabisk nivå III;Standpunkt;-;1;0
2020/21;Nøtterøy videregående skole;REA3001;Biologi 1;Standpunkt;4,32;30;25
