Skoleår;Fagkode;Fag;Karaktertype;Karaktersnitt årsslutt;Antall elever;Antall elever med skriftlig eksamenskarakter >0
2020/21;SAM3030;Entreprenørskap og bedriftsutvikling 2, muntlig-praktisk;SkriftligEksamen;-;24;0
2020/21;SAM3033;Økonomistyring;SkriftligEksamen;-;88;1
2020/21;SAM3035;Økonomi og ledelse;SkriftligEksamen;-;70;1
2020/21;SAM3036;Økonomi og ledelse, muntlig-praktisk;SkriftligEksamen;-;20;0
2020/21;SAM3037;Psykologi 1;SkriftligEksamen;-;502;0
2020/21;SAM3038;Psykologi 2;SkriftligEksamen;-;411;0
2020/21;SAM3039;Psykologi 2, muntlig;SkriftligEksamen;-;51;0
2020/21;SAS1029;Samisk som andrespråk, samisk 3, nordsamisk, vg2 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;-;1;0
2020/21;SAS1030;Samisk som andrespråk, samisk 3, nordsamisk, vg2 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;-;1;0
2020/21;SER3001;Servitørfaget;SkriftligEksamen;-;2;0
2020/21;SFS1005;Samisk som førstespråk, samisk 1, nordsamisk, vg2 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;-;1;0
2020/21;SFS1006;Samisk som førstespråk, samisk 1, nordsamisk, vg2 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;-;1;0
2020/21;SPR3008;Internasjonal engelsk, skriftlig;SkriftligEksamen;2,00;268;0
2020/21;SPR3009;Internasjonal engelsk, muntlig;SkriftligEksamen;2,00;267;0
2020/21;SPR3010;Samfunnsfaglig engelsk, skriftlig;SkriftligEksamen;-;145;0
2020/21;SPR3011;Samfunnsfaglig engelsk, muntlig;SkriftligEksamen;6,00;145;0
2020/21;SPR3014;Kommunikasjon og kultur 1;SkriftligEksamen;-;31;0
2020/21;SPR3019;Reiseliv og språk 1;SkriftligEksamen;-;45;0
2020/21;SPR3020;Reiseliv og språk 2;SkriftligEksamen;-;5;0
2020/21;SSA1005;Administrasjon og økonomi;SkriftligEksamen;-;9;0
2020/21;SSR1001;Forretningsdrift;SkriftligEksamen;1,00;170;0
2020/21;SSR1002;Markedsføring og innovasjon;SkriftligEksamen;-;170;0
2020/21;SSR1003;Kultur og samhandling;SkriftligEksamen;-;170;0
2020/21;SSS2001;Markedsføring og salg;SkriftligEksamen;-;144;0
2020/21;SSS2002;Sikkerhet;SkriftligEksamen;-;144;1
2020/21;SSS2003;Økonomi og administrasjon;SkriftligEksamen;-;144;0
2020/21;SSS2004;Tverrfaglig eksamen salg, service og sikkerhet;SkriftligEksamen;-;138;0
2020/21;TAN3001;Helsefremmende arbeid;SkriftligEksamen;-;10;0
2020/21;TAN3002;Kommunikasjon og samhandling;SkriftligEksamen;-;10;0
2020/21;TAN3003;Yrkesutøvelse;SkriftligEksamen;-;10;0
2020/21;TAN3004;Tverrfaglig eksamen, tannhelsesekretær;SkriftligEksamen;-;10;0
2020/21;TIP1001;Produksjon;SkriftligEksamen;-;3;0
2020/21;TIP1002;Tekniske tjenester;SkriftligEksamen;-;3;0
2020/21;TIP1003;Dokumentasjon og kvalitet;SkriftligEksamen;-;3;0
2020/21;TIP1006;Produksjon og tjenester;SkriftligEksamen;-;223;0
2020/21;TIP1007;Konstruksjons- og styringsteknikk;SkriftligEksamen;-;225;0
2020/21;TIP1008;Produktivitet og kvalitetsstyring;SkriftligEksamen;1,00;223;1
2020/21;TMF3001;Tømrerfaget;SkriftligEksamen;-;1;0
2020/21;TRL2001;Bransjeteknikk;SkriftligEksamen;-;29;0
2020/21;TRL2002;Transport og logistikk;SkriftligEksamen;-;30;0
2020/21;TRL2003;Tverrfaglig eksamen transport og logistikk;SkriftligEksamen;-;25;0
2020/21;TRT2001;Produksjon;SkriftligEksamen;-;12;0
2020/21;TRT2002;Bransjelære;SkriftligEksamen;-;12;0
2020/21;TRT2003;Tverrfaglig eksamen treteknikk;SkriftligEksamen;-;9;0
2020/21;YFF4101;Yrkesfaglig fordypning vg1;SkriftligEksamen;-;16;0
2020/21;YFF4102;Yrkesfaglig fordypning vg1;SkriftligEksamen;-;126;0
2020/21;YFF4104;Yrkesfaglig fordypning vg1;SkriftligEksamen;-;28;0
2020/21;YFF4105;Yrkesfaglig fordypning vg1;SkriftligEksamen;-;28;0
2020/21;YFF4106;Yrkesfaglig fordypning vg1;SkriftligEksamen;1,00;1 409;0
2020/21;YFF4202;Yrkesfaglig fordypning vg2;SkriftligEksamen;-;90;0
2020/21;YFF4204;Yrkesfaglig fordypning vg2;SkriftligEksamen;-;3;0
2020/21;YFF4207;Yrkesfaglig fordypning vg2;SkriftligEksamen;-;29;0
2020/21;YFF4209;Yrkesfaglig fordypning vg2;SkriftligEksamen;-;1 256;0
2020/21;YFF4212;Yrkesfaglig fordypning vg2;SkriftligEksamen;-;54;0
2020/21;YFO2002;Yrkesfaglig opphenting;SkriftligEksamen;-;6;0
2020/21;YRK3002;Yrkessjåførforskriften, § 16;SkriftligEksamen;-;1;0
2021/22;AMB2005;Ambulansemedisin;SkriftligEksamen;-;12;0
2021/22;AMB2006;Kommunikasjon og samhandling;SkriftligEksamen;-;12;0
2021/22;AMB2007;Yrkesliv i ambulansefag;SkriftligEksamen;-;12;0
2021/22;AMB2008;Tverrfaglig eksamen ambulansefag;SkriftligEksamen;-;12;0
2021/22;AMK2004;Planlegging og kommunikasjon;SkriftligEksamen;-;16;0
2021/22;AMK2005;Reparasjon og vedlikehold;SkriftligEksamen;-;16;0
2021/22;AMK2006;Tverrfaglig eksamen arbeidsmaskiner;SkriftligEksamen;-;16;0
2021/22;ANL2004;Sikkerhetsopplæring av masseforflytningsmaskiner;SkriftligEksamen;-;48;0
2021/22;ANL2005;Grunnarbeider;SkriftligEksamen;-;48;0
2021/22;ANL2006;Drift og vedlikehold;SkriftligEksamen;-;48;0
2021/22;ANL2007;Tverrfaglig eksamen anleggsteknikk;SkriftligEksamen;-;45;0
2021/22;APO3001;Helsefremmende arbeid;SkriftligEksamen;-;15;0
2021/22;APO3002;Kommunikasjon og samhandling;SkriftligEksamen;-;15;0
2021/22;APO3003;Yrkesutøvelse;SkriftligEksamen;-;15;0
2021/22;APO3004;Tverrfaglig eksamen, apotekteknikk;SkriftligEksamen;-;15;0
2021/22;AUT2004;Automatiseringssystemer;SkriftligEksamen;-;29;1
2021/22;AUT2005;Elenergisystemer;SkriftligEksamen;-;29;0
2021/22;AUT2006;Tverrfaglig eksamen i automatisering;SkriftligEksamen;2,00;25;0
2021/22;AUT3001;Automatiseringssystemer;SkriftligEksamen;2,33;20;1
2021/22;AUT3002;Mekanisk arbeid;SkriftligEksamen;1,67;20;0
2021/22;AUT3003;Elenergisystemer;SkriftligEksamen;2,33;20;0
2021/22;AUT4002;Tverrfaglig eksamen, automatiseringsfaget;SkriftligEksamen;2,67;19;18
2021/22;BAK2001;Råvare, produksjon og kvalitet;SkriftligEksamen;-;9;0
2021/22;BAK2002;Bransje og arbeidsliv;SkriftligEksamen;-;9;0
2021/22;BAK2003;Tverrfaglig eksamen baker og konditor;SkriftligEksamen;-;9;0
2021/22;BAT1001;Produksjon;SkriftligEksamen;-;2;0
2021/22;BAT1002;Tegning og bransjelære;SkriftligEksamen;-;2;0
2021/22;BAT1005;Arbeidsmiljø og dokumentasjon;SkriftligEksamen;-;216;0
2021/22;BAT1006;Praktisk yrkesutøvelse;SkriftligEksamen;-;216;0
2021/22;BLK2004;Karosseri- og lakkteknikk;SkriftligEksamen;-;14;0
2021/22;BLK2005;Dokumentasjon og kvalitet;SkriftligEksamen;-;14;0
2021/22;BLK2006;Tverrfaglig eksamen bilskade, lakk og karosseri;SkriftligEksamen;-;13;0
2021/22;BMK3001;Bilfaget, lette kjøretøy;SkriftligEksamen;-;1;0
2021/22;BMO2001;Dokumentasjon og kommunikasjon;SkriftligEksamen;-;10;0
2021/22;BMO2002;Betong og mur;SkriftligEksamen;-;10;0
2021/22;BMO2003;Tverrfaglig eksamen betong og mur;SkriftligEksamen;-;7;0
2021/22;BSK3001;Bilskadefaget;SkriftligEksamen;-;1;0
2021/22;BUA2005;Pedagogisk arbeid;SkriftligEksamen;-;169;0
2021/22;BUA2006;Kommunikasjon og samhandling;SkriftligEksamen;-;169;0
2021/22;BUA2007;Yrkesliv i barne- og ungdomsarbeiderfag;SkriftligEksamen;-;169;0
2021/22;BUA2008;Tverrfaglig eksamen barne- og ungdomsarbeiderfag;SkriftligEksamen;-;164;0
2021/22;BUA3001;Barne- og ungdomsarbeiderfaget;SkriftligEksamen;-;1;0
2021/22;BYG2001;Produksjon;SkriftligEksamen;-;2;0
2021/22;BYG2002;Bransjelære;SkriftligEksamen;-;2;0
2021/22;CNC3011;CNC-maskineringsfaget;SkriftligEksamen;-;2;0
2021/22;DAN2002;Grunntrening i dans 2;SkriftligEksamen;-;10;0
2021/22;DAN2004;Scenisk dans 2;SkriftligEksamen;-;10;0
2021/22;DAN2005;Scenisk dans 3;SkriftligEksamen;-;10;0
2021/22;DAN2008;Dans i perspektiv 2;SkriftligEksamen;-;10;0
2021/22;DAN2010;Grunntrening i dans 1;SkriftligEksamen;-;14;0
2021/22;DAN2012;Scenisk dans 1;SkriftligEksamen;-;14;0
2021/22;DAN2015;Dans i perspektiv 1;SkriftligEksamen;-;14;0
2021/22;DAN3002;Scenisk dans fordypning 2;SkriftligEksamen;-;9;0
2021/22;DAN3003;Scenisk dans fordypning 1;SkriftligEksamen;-;14;0
2021/22;DEL2004;Elektroniske kretser og utstyr;SkriftligEksamen;-;29;0
2021/22;DEL2005;Data- og informasjonsteknologi;SkriftligEksamen;-;29;0
2021/22;DEL2006;Tverrfaglig eksamen datateknologi og elektronikk;SkriftligEksamen;-;29;0
2021/22;DRA2002;Teater og bevegelse 2;SkriftligEksamen;-;14;0
2021/22;DRA2003;Teaterproduksjon 1;SkriftligEksamen;-;1;0
2021/22;DRA2004;Teaterproduksjon 2;SkriftligEksamen;-;14;0
2021/22;DRA2007;Teater i perspektiv 2;SkriftligEksamen;-;14;0
2021/22;DRA2008;Teater i perspektiv 2, muntlig-praktisk;SkriftligEksamen;-;6;0
2021/22;DRA2009;Drama og samfunn;SkriftligEksamen;-;14;0
2021/22;DRA2010;Teater og bevegelse 1;SkriftligEksamen;-;12;0
2021/22;DRA2012;Teaterproduksjon 1;SkriftligEksamen;-;25;0
2021/22;DRA2014;Teater i perspektiv 1;SkriftligEksamen;-;12;0
2021/22;DRA3002;Teaterproduksjon fordypning 2;SkriftligEksamen;-;13;0
2021/22;DRA3003;Teaterproduksjon fordypning 1;SkriftligEksamen;-;12;0
2021/22;ELE1006;Elektroniske kretser og nettverk;SkriftligEksamen;-;166;0
2021/22;ELE1007;Energi og styresystemer;SkriftligEksamen;-;166;0
2021/22;ELE2005;Elenergi og styresystemer;SkriftligEksamen;-;123;2
2021/22;ELE2006;Elektronisk kommunikasjon;SkriftligEksamen;-;123;0
2021/22;ELE2007;Tverrfaglig eksamen elenergi og ekom;SkriftligEksamen;-;120;0
2021/22;ENG1003;Engelsk, vg2 yrkesfaglige utdanningsprogram;SkriftligEksamen;-;1;1
2021/22;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;SkriftligEksamen;-;1 582;0
2021/22;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;SkriftligEksamen;1,00;1 437;4
2021/22;ENG1010;Engelsk vg1 yrkesfaglige utdanningsprogram, muntlig;SkriftligEksamen;-;6;0
2021/22;FBI1001;Produktutvikling og produksjon;SkriftligEksamen;-;72;0
2021/22;FBI1002;Kommunikasjon, kunde og arbeidsliv;SkriftligEksamen;-;80;1
2021/22;FRI2004;Kommunikasjon, klipp og frisyreforming;SkriftligEksamen;-;24;1
2021/22;FRI2005;Hår, farge og strukturendring;SkriftligEksamen;2,00;24;1
2021/22;FRI2006;Tverrfaglig eksamen frisør;SkriftligEksamen;-;19;0
2021/22;FSP5026;Fransk I+II;SkriftligEksamen;-;4;0
2021/22;FSP5032;Italiensk II;SkriftligEksamen;-;1;0
2021/22;FSP5036;Italiensk II, muntlig;SkriftligEksamen;-;1;0
2021/22;FSP5092;Spansk I;SkriftligEksamen;-;1;0
2021/22;FSP5093;Spansk I, muntlig;SkriftligEksamen;-;1;0
2021/22;FSP5098;Spansk I+II;SkriftligEksamen;-;30;0
2021/22;FSP5107;Tegnspråk I+II;SkriftligEksamen;-;13;0
2021/22;FSP5125;Tysk I+II;SkriftligEksamen;-;80;0
2021/22;FSP5126;Tysk II, muntlig;SkriftligEksamen;-;6;0
2021/22;FSP5801;Albansk I;SkriftligEksamen;-;1;0
2021/22;FSP5802;Albansk I, muntlig;SkriftligEksamen;-;1;0
2021/22;FSP5813;Arabisk II;SkriftligEksamen;-;56;0
2021/22;FSP5817;Arabisk II, muntlig;SkriftligEksamen;-;3;0
2021/22;FSP5822;Bosnisk II;SkriftligEksamen;-;3;0
2021/22;FSP5826;Bosnisk II, muntlig;SkriftligEksamen;-;3;0
2021/22;FSP5831;Dari II;SkriftligEksamen;-;2;0
2021/22;FSP5835;Dari II, muntlig;SkriftligEksamen;-;2;0
2021/22;FSP5855;Kurdisk (sorani) I;SkriftligEksamen;-;1;0
2021/22;FSP5856;Kurdisk (sorani) I, muntlig;SkriftligEksamen;-;1;0
2021/22;FSP5861;Kurdisk (sorani) I+II;SkriftligEksamen;-;1;0
2021/22;FSP5862;Kurdisk (sorani) II, muntlig;SkriftligEksamen;-;1;0
2021/22;FSP5876;Polsk II;SkriftligEksamen;-;54;0
2021/22;FSP5880;Polsk II, muntlig;SkriftligEksamen;-;1;0
2021/22;FSP5885;Somali II;SkriftligEksamen;-;77;0
2021/22;FSP5889;Somali II, muntlig;SkriftligEksamen;-;1;0
2021/22;FSP5900;Tyrkisk I;SkriftligEksamen;-;1;0
2021/22;FSP5901;Tyrkisk I, muntlig;SkriftligEksamen;-;1;0
2021/22;FSP5903;Tyrkisk II;SkriftligEksamen;-;1;0
2021/22;FSP5907;Tyrkisk II, muntlig;SkriftligEksamen;-;1;0
2021/22;FSP6029;Tigrinja II;SkriftligEksamen;-;1;0
2021/22;FSP6033;Tigrinja II, muntlig;SkriftligEksamen;-;1;0
2021/22;FSP6094;Litauisk I;SkriftligEksamen;-;2;0
2021/22;FSP6095;Litauisk I, muntlig;SkriftligEksamen;-;1;0
2021/22;FSP6097;Litauisk II;SkriftligEksamen;-;1;0
2021/22;FSP6101;Litauisk II, muntlig;SkriftligEksamen;-;1;0
2021/22;FSP6110;Thai II, muntlig;SkriftligEksamen;-;1;0
2021/22;FSP6112;Serbisk I;SkriftligEksamen;-;2;1
2021/22;FSP6113;Serbisk I, muntlig;SkriftligEksamen;-;1;0
2021/22;FSP6115;Serbisk II;SkriftligEksamen;-;1;0
2021/22;FSP6119;Serbisk II, muntlig;SkriftligEksamen;-;1;0
2021/22;FSP6148;Fransk I, 1. år;SkriftligEksamen;-;73;0
2021/22;FSP6149;Fransk I;SkriftligEksamen;-;57;0
2021/22;FSP6151;Fransk II, 1. år;SkriftligEksamen;-;148;0
2021/22;FSP6152;Fransk II;SkriftligEksamen;-;120;0
2021/22;FSP6153;Fransk II, muntlig;SkriftligEksamen;-;6;0
2021/22;FSP6191;Nordsamisk II, 1. år;SkriftligEksamen;-;1;0
2021/22;FSP6218;Spansk I, 1. år;SkriftligEksamen;-;226;0
2021/22;FSP6219;Spansk I;SkriftligEksamen;-;219;0
2021/22;FSP6220;Spansk I, muntlig;SkriftligEksamen;-;1;0
2021/22;FSP6221;Spansk II, 1. år;SkriftligEksamen;-;406;0
2021/22;FSP6222;Spansk II;SkriftligEksamen;-;332;0
2021/22;FSP6223;Spansk II, muntlig;SkriftligEksamen;-;9;0
2021/22;FSP6224;Spansk I+II, 1. år;SkriftligEksamen;-;47;0
2021/22;FSP6225;Spansk I+II, 2. år;SkriftligEksamen;-;64;0
2021/22;FSP6228;Tegnspråk I, 1. år;SkriftligEksamen;-;27;0
2021/22;FSP6229;Tegnspråk I;SkriftligEksamen;-;25;0
2021/22;FSP6234;Tegnspråk I+II, 1. år;SkriftligEksamen;-;15;0
2021/22;FSP6235;Tegnspråk I+II, 2. år;SkriftligEksamen;-;9;0
2021/22;FSP6238;Tysk I, 1. år;SkriftligEksamen;-;340;0
2021/22;FSP6239;Tysk I;SkriftligEksamen;-;283;1
2021/22;FSP6240;Tysk I, muntlig;SkriftligEksamen;-;12;0
2021/22;FSP6241;Tysk II, 1. år;SkriftligEksamen;-;300;0
2021/22;FSP6242;Tysk II;SkriftligEksamen;1,50;270;0
2021/22;FSP6243;Tysk II, muntlig;SkriftligEksamen;-;17;0
2021/22;FSP6244;Tysk I+II, 1. år;SkriftligEksamen;-;113;0
2021/22;FSP6245;Tysk I+II, 2. år;SkriftligEksamen;2,00;99;0
2021/22;FSP6252;Albansk II;SkriftligEksamen;-;1;0
2021/22;FSP6253;Albansk II, muntlig;SkriftligEksamen;-;1;0
2021/22;FSP6262;Arabisk II;SkriftligEksamen;-;3;0
2021/22;FSP6263;Arabisk II, muntlig;SkriftligEksamen;-;2;0
2021/22;FSP6362;Tyrkisk II;SkriftligEksamen;-;1;0
2021/22;FSP6363;Tyrkisk II, muntlig;SkriftligEksamen;-;1;0
2021/22;FSP6382;Vietnamesisk II;SkriftligEksamen;-;1;0
2021/22;FSP6383;Vietnamesisk II, muntlig;SkriftligEksamen;-;1;0
2021/22;FSP6423;Hebraisk II, muntlig;SkriftligEksamen;-;1;0
2021/22;GEO1001;Geografi;SkriftligEksamen;-;1;0
2021/22;GEO1003;Geografi;SkriftligEksamen;1,00;1 560;0
2021/22;HDF2001;Dyrelære og aktivitet;SkriftligEksamen;-;30;0
2021/22;HDF2002;Drift og entreprenørskap;SkriftligEksamen;-;31;0
2021/22;HDF2003;Tverrfaglig eksamen heste- og dyrefag;SkriftligEksamen;-;30;0
2021/22;HEA2003;Yrkesutøvelse;SkriftligEksamen;-;1;0
2021/22;HEA2005;Helsefremmende arbeid;SkriftligEksamen;-;185;0
2021/22;HEA2006;Kommunikasjon og samhandling;SkriftligEksamen;-;185;0
2021/22;HEA2007;Yrkesliv i helsearbeiderfag;SkriftligEksamen;-;185;0
2021/22;HEA2008;Tverrfaglig eksamen helsearbeiderfag;SkriftligEksamen;-;178;0
2021/22;HEA3001;Helsearbeiderfaget;SkriftligEksamen;-;4;0
2021/22;HES2005;Helse og sykdom;SkriftligEksamen;-;49;0
2021/22;HES2006;Kommunikasjon og samhandling;SkriftligEksamen;-;49;0
2021/22;HES2007;Yrkesliv i helseservicefag;SkriftligEksamen;-;49;0
2021/22;HES2008;Tverrfaglig eksamen helseservicefag;SkriftligEksamen;-;47;0
2021/22;HIS1002;Historie vg3 studieforberedende utdanningsprogram;SkriftligEksamen;-;1 409;0
2021/22;HIS1003;Historie vg3 påbygging til generell studiekompetanse;SkriftligEksamen;-;502;0
2021/22;HIS1009;Historie vg2 studieforberedende utdanningsprogram;SkriftligEksamen;2,00;1 435;0
2021/22;HSE3001;Helsefremmande arbeid;SkriftligEksamen;-;10;0
2021/22;HSE3002;Kommunikasjon og samhandling;SkriftligEksamen;1,00;10;0
2021/22;HSE3003;Yrkesutøvelse;SkriftligEksamen;-;10;1
2021/22;HSE3004;Tverrfaglig eksamen, helsesekretær;SkriftligEksamen;-;10;0
2021/22;HSF1006;Helsefremmende arbeid;SkriftligEksamen;-;434;0
2021/22;HSF1007;Kommunikasjon og samhandling;SkriftligEksamen;1,00;434;0
2021/22;HSF1008;Yrkesliv i helse- og oppvekstfag;SkriftligEksamen;-;434;1
2021/22;IBA2010;English B HL;SkriftligEksamen;-;13;0
2021/22;IBA2015;English B SL;SkriftligEksamen;-;1;0
2021/22;IBA2016;English A language and literature HL;SkriftligEksamen;-;26;0
2021/22;IBA2018;English A language and literature SL;SkriftligEksamen;-;13;0
2021/22;IBA2025;Theory of Knowledge;SkriftligEksamen;-;39;0
2021/22;IBA2030;History HL;SkriftligEksamen;-;17;0
2021/22;IBA2035;History SL;SkriftligEksamen;-;8;0
2021/22;IBA2040;Biology HL;SkriftligEksamen;-;23;0
2021/22;IBA2045;Biology SL;SkriftligEksamen;-;14;0
2021/22;IBA2050;Chemistry HL;SkriftligEksamen;-;23;0
2021/22;IBA2055;Chemistry SL;SkriftligEksamen;-;8;0
2021/22;IBA2060;Physics HL;SkriftligEksamen;-;15;0
2021/22;IBA2065;Physics SL;SkriftligEksamen;-;5;0
2021/22;IBA2080;Economics HL;SkriftligEksamen;-;32;0
2021/22;IBA2085;Economics SL;SkriftligEksamen;-;19;0
2021/22;IBA2100;Creativity/Action/Service;SkriftligEksamen;-;39;0
2021/22;IBA2125;French B SL;SkriftligEksamen;-;1;0
2021/22;IBA2210;Norwegian B HL;SkriftligEksamen;-;11;0
2021/22;IBA2226;Norwegian A literature HL;SkriftligEksamen;-;26;0
2021/22;IBA2228;Norwegian A literature SL;SkriftligEksamen;-;14;0
2021/22;IBA2375;Spanish B SL;SkriftligEksamen;-;60;0
2021/22;IBA2465;Environmental systems and societies SL;SkriftligEksamen;-;18;0
2021/22;IBA2575;Mathematics AA SL;SkriftligEksamen;-;5;0
2021/22;IBA2580;Mathematics AI HL;SkriftligEksamen;-;18;0
2021/22;IBA2585;Mathematics AI SL;SkriftligEksamen;-;26;0
2021/22;IBA4010;English B HL;SkriftligEksamen;-;6;0
2021/22;IBA4015;English B SL;SkriftligEksamen;-;5;0
2021/22;IBA4016;English A language and literature HL;SkriftligEksamen;-;7;0
2021/22;IBA4018;English A language and literature SL;SkriftligEksamen;-;5;0
2021/22;IBA4025;Theory of knowledge;SkriftligEksamen;-;20;0
2021/22;IBA4030;History HL;SkriftligEksamen;-;5;0
2021/22;IBA4035;History SL;SkriftligEksamen;-;4;0
2021/22;IBA4040;Biology HL;SkriftligEksamen;-;6;0
2021/22;IBA4050;Chemistry HL;SkriftligEksamen;-;9;0
2021/22;IBA4055;Chemistry SL;SkriftligEksamen;-;4;0
2021/22;IBA4060;Physics HL;SkriftligEksamen;-;6;0
2021/22;IBA4065;Physics SL;SkriftligEksamen;-;6;0
2021/22;IBA4080;Economics HL;SkriftligEksamen;-;7;0
2021/22;IBA4085;Economics SL;SkriftligEksamen;-;1;0
2021/22;IBA4100;Creativity/Action/Service;SkriftligEksamen;-;21;0
2021/22;IBA4135;German B SL;SkriftligEksamen;-;2;0
2021/22;IBA4210;Norwegian B HL;SkriftligEksamen;-;6;0
2021/22;IBA4226;Norwegian A literature HL;SkriftligEksamen;-;5;0
2021/22;IBA4228;Norwegian A literature SL;SkriftligEksamen;-;10;0
2021/22;IBA4465;Environmental systems and societies SL;SkriftligEksamen;-;9;0
2021/22;IBA4570;Mathematics AA HL;SkriftligEksamen;-;6;0
2021/22;IBA4575;Mathematics AA SL;SkriftligEksamen;-;2;0
2021/22;IBA4580;Mathematics AI HL;SkriftligEksamen;-;6;0
2021/22;IBA4585;Mathematics AI SL;SkriftligEksamen;-;9;0
2021/22;IBA4685;Spanish A literature SL;SkriftligEksamen;-;1;0
2021/22;IDR2002;Aktivitetslære 2;SkriftligEksamen;-;32;0
2021/22;IDR2003;Aktivitetslære 3;SkriftligEksamen;-;199;0
2021/22;IDR2012;Idrett og samfunn vg2;SkriftligEksamen;-;56;0
2021/22;IDR2013;Idrett og samfunn vg3;SkriftligEksamen;-;199;0
2021/22;IDR2014;Treningsledelse 2+3;SkriftligEksamen;-;199;0
2021/22;IDR2015;Treningslære 1 vg1;SkriftligEksamen;-;1;0
2021/22;IDR2016;Treningslære 1;SkriftligEksamen;-;31;0
2021/22;IDR2017;Treningslære 2;SkriftligEksamen;-;199;0
2021/22;IDR2018;Aktivitetslære 1;SkriftligEksamen;-;200;0
2021/22;IDR2019;Aktivitetslære 2;SkriftligEksamen;-;198;0
2021/22;IDR2021;Idrett og samfunn vg2;SkriftligEksamen;1,00;198;0
2021/22;IDR2023;Treningsledelse 1;SkriftligEksamen;-;198;0
2021/22;IDR2024;Treningsledelse 2;SkriftligEksamen;-;62;0
2021/22;IDR2025;Treningslære 1 vg1;SkriftligEksamen;-;199;0
2021/22;IDR2026;Treningslære 1;SkriftligEksamen;-;198;0
2021/22;IDR3002;Toppidrett 2;SkriftligEksamen;-;49;0
2021/22;IDR3003;Toppidrett 3;SkriftligEksamen;-;138;0
2021/22;IDR3005;Breddeidrett 2;SkriftligEksamen;-;27;0
2021/22;IDR3006;Breddeidrett 3;SkriftligEksamen;-;124;0
2021/22;IDR3008;Friluftsliv 2;SkriftligEksamen;-;16;0
2021/22;IDR3013;Toppidrett 1;SkriftligEksamen;2,00;293;0
2021/22;IDR3014;Toppidrett 2;SkriftligEksamen;-;189;0
2021/22;IDR3016;Breddeidrett 1;SkriftligEksamen;-;263;0
2021/22;IDR3017;Breddeidrett 2;SkriftligEksamen;-;180;0
2021/22;IDR3019;Friluftsliv 1;SkriftligEksamen;-;145;0
2021/22;IED2001;Design, teknologi og produksjon;SkriftligEksamen;-;9;0
2021/22;IED2002;Kunde og kommunikasjon;SkriftligEksamen;-;9;0
2021/22;IED2003;Tverrfaglig eksamen interiør og eksponeringsdesign;SkriftligEksamen;-;9;0
2021/22;IKM1001;Produksjon og historiefortelling;SkriftligEksamen;-;66;0
2021/22;IKM1002;Teknologiforståelse;SkriftligEksamen;2,00;66;0
2021/22;IKM1003;Konseptutvikling og programmering;SkriftligEksamen;-;66;0
2021/22;INT3001;Interiørarbeid;SkriftligEksamen;-;13;0
2021/22;INT3002;Presentasjon;SkriftligEksamen;-;13;0
2021/22;INT3003;Tverrfaglig eksamen interiør;SkriftligEksamen;-;11;0
2021/22;ITK2001;Driftsstøtte;SkriftligEksamen;-;42;0
2021/22;ITK2002;Brukerstøtte;SkriftligEksamen;-;42;0
2021/22;ITK2003;Utvikling;SkriftligEksamen;-;42;0
2021/22;ITK2004;Tverrfaglig eksamen informasjonsteknologi;SkriftligEksamen;-;41;0
2021/22;KDA2002;Kunst og visuelle virkemidler 2;SkriftligEksamen;-;1;0
2021/22;KDA2003;Kunst og visuelle virkemidler 3;SkriftligEksamen;-;47;0
2021/22;KDA2006;Design og arkitektur 3;SkriftligEksamen;-;47;0
2021/22;KDA2007;Kunst og visuelle virkemidler 1;SkriftligEksamen;-;85;0
2021/22;KDA2008;Kunst og visuelle verkemiddel 2;SkriftligEksamen;1,00;74;0
2021/22;KDA2010;Design og arkitektur 1;SkriftligEksamen;-;63;0
2021/22;KDA2011;Design og arkitektur 2;SkriftligEksamen;-;53;0
2021/22;KDA3007;Kunst og skapende arbeid;SkriftligEksamen;-;12;0
2021/22;KDA3008;Design og bærekraft;SkriftligEksamen;-;15;0
2021/22;KDA3010;Foto og grafikk 1;SkriftligEksamen;-;40;0
2021/22;KEM2004;Praktisk yrkesutøvelse;SkriftligEksamen;-;4;0
2021/22;KEM2005;Arbeidsmiljø og dokumentasjon;SkriftligEksamen;-;4;0
2021/22;KEM2006;Tverrfaglig eksamen klima, energi og miljøteknikk;SkriftligEksamen;-;4;0
2021/22;KJT2004;Verkstedarbeid;SkriftligEksamen;-;44;1
2021/22;KJT2005;Dokumentasjon og kvalitet;SkriftligEksamen;-;44;0
2021/22;KJT2006;Tverrfaglig eksamen kjøretøy;SkriftligEksamen;-;41;0
2021/22;KOK3001;Kokkfaget;SkriftligEksamen;-;1;0
2021/22;KOS2001;Råvare, produksjon, salg og service;SkriftligEksamen;-;64;0
2021/22;KOS2002;Bransje og arbeidsliv;SkriftligEksamen;-;64;0
2021/22;KOS2003;Tverrfaglig eksamen kokk- og servitørfag;SkriftligEksamen;-;59;0
2021/22;KPL2001;Produksjon og tjenester;SkriftligEksamen;-;16;0
2021/22;KPL2002;Kjemisk teknologi;SkriftligEksamen;-;16;0
