Skoleår;Utdanningsprogram;Nivå;Skole;Fullførtkode;B;H;I;M;S
2019/20;HS;vg2;Re videregående skole;;59;0;0;1;0
2019/20;HS;vg2;Sande videregående skole;;32;1;0;0;1
2019/20;HS;vg2;Sandefjord videregående skole;;104;0;1;8;2
2019/20;HS;vg2;Thor Heyerdahl videregående skole;;63;0;1;4;4
2019/20;HS;vg3;Vestfold;;13;0;2;6;0
2019/20;HS;vg3;Nøtterøy videregående skole;;6;0;2;2;0
2019/20;HS;vg3;Sandefjord videregående skole;;7;0;0;4;0
2019/20;ID;Totalt;Vestfold;;544;4;6;13;2
2019/20;ID;vg1;Vestfold;;204;4;2;3;0
2019/20;ID;vg1;Horten videregående skole;;28;0;0;2;0
2019/20;ID;vg1;Re videregående skole;;59;0;1;0;0
2019/20;ID;vg1;Sande videregående skole;;22;4;0;1;0
2019/20;ID;vg1;Sandefjord videregående skole;;31;0;1;0;0
2019/20;ID;vg1;Thor Heyerdahl videregående skole;;64;0;0;0;0
2019/20;ID;vg2;Vestfold;;169;0;4;5;0
2019/20;ID;vg2;Horten videregående skole;;27;0;1;1;0
2019/20;ID;vg2;Re videregående skole;;43;0;1;0;0
2019/20;ID;vg2;Sande videregående skole;;20;0;1;1;0
2019/20;ID;vg2;Sandefjord videregående skole;;28;0;0;1;0
2019/20;ID;vg2;Thor Heyerdahl videregående skole;;51;0;1;2;0
2019/20;ID;vg3;Vestfold;;171;0;0;5;2
2019/20;ID;vg3;Horten videregående skole;;21;0;0;4;0
2019/20;ID;vg3;Re videregående skole;;46;0;0;0;0
2019/20;ID;vg3;Sande videregående skole;;17;0;0;0;0
2019/20;ID;vg3;Sandefjord videregående skole;;30;0;0;0;1
2019/20;ID;vg3;Thor Heyerdahl videregående skole;;57;0;0;1;1
2019/20;KD;Totalt;Vestfold;;97;0;5;26;6
2019/20;KD;vg1;Vestfold;;40;0;3;11;5
2019/20;KD;vg1;Færder videregående skole;;24;0;1;5;1
2019/20;KD;vg1;Sandefjord videregående skole;;16;0;2;6;4
2019/20;KD;vg2;Vestfold;;35;0;2;10;1
2019/20;KD;vg2;Færder videregående skole;;19;0;0;6;1
2019/20;KD;vg2;Sandefjord videregående skole;;16;0;2;4;0
2019/20;KD;vg3;Vestfold;;22;0;0;5;0
2019/20;KD;vg3;Færder videregående skole;;12;0;0;4;0
2019/20;KD;vg3;Sandefjord videregående skole;;10;0;0;1;0
2019/20;MD;Totalt;Vestfold;;244;3;11;14;5
2019/20;MD;vg1;Vestfold;;104;1;3;0;2
2019/20;MD;vg1;Greveskogen videregående skole;;30;0;0;0;0
2019/20;MD;vg1;Sandefjord videregående skole;;44;1;3;0;1
2019/20;MD;vg1;Thor Heyerdahl videregående skole;;30;0;0;0;1
2019/20;MD;vg2;Vestfold;;81;1;4;10;1
2019/20;MD;vg2;Greveskogen videregående skole;;25;0;1;2;0
2019/20;MD;vg2;Sandefjord videregående skole;;37;1;2;6;0
2019/20;MD;vg2;Thor Heyerdahl videregående skole;;19;0;1;2;1
2019/20;MD;vg3;Vestfold;;59;1;4;4;2
2019/20;MD;vg3;Greveskogen videregående skole;;23;0;1;1;1
2019/20;MD;vg3;Sandefjord videregående skole;;22;1;1;1;1
2019/20;MD;vg3;Thor Heyerdahl videregående skole;;14;0;2;2;0
2019/20;ME;Totalt;Vestfold;;246;5;6;24;14
2019/20;ME;vg1;Vestfold;;81;1;1;7;4
2019/20;ME;vg1;Holmestrand videregående skole;;8;0;0;1;0
2019/20;ME;vg1;Horten videregående skole;;25;0;1;1;1
2019/20;ME;vg1;Melsom videregående skole;;9;0;0;4;1
2019/20;ME;vg1;Sande videregående skole;;13;0;0;0;0
2019/20;ME;vg1;Thor Heyerdahl videregående skole;;26;1;0;1;2
2019/20;ME;vg2;Vestfold;;81;2;3;10;5
2019/20;ME;vg2;Holmestrand videregående skole;;7;0;0;0;0
2019/20;ME;vg2;Horten videregående skole;;28;0;1;0;1
2019/20;ME;vg2;Melsom videregående skole;;12;0;1;2;1
2019/20;ME;vg2;Sande videregående skole;;13;2;0;0;0
2019/20;ME;vg2;Thor Heyerdahl videregående skole;;21;0;1;8;3
2019/20;ME;vg3;Vestfold;;84;2;2;7;5
2019/20;ME;vg3;Holmestrand videregående skole;;10;0;0;1;2
2019/20;ME;vg3;Horten videregående skole;;24;0;1;0;1
2019/20;ME;vg3;Melsom videregående skole;;11;0;1;2;1
2019/20;ME;vg3;Sande videregående skole;;18;2;0;0;0
2019/20;ME;vg3;Thor Heyerdahl videregående skole;;21;0;0;4;1
2019/20;NA;Totalt;Vestfold;;63;0;1;16;3
2019/20;NA;vg1;Vestfold;;21;0;1;8;1
2019/20;NA;vg1;Melsom videregående skole;;21;0;1;8;1
2019/20;NA;vg2;Vestfold;;21;0;0;5;1
2019/20;NA;vg2;Melsom videregående skole;;21;0;0;5;1
2019/20;NA;vg3;Vestfold;;21;0;0;3;1
2019/20;NA;vg3;Melsom videregående skole;;21;0;0;3;1
2019/20;PB;Totalt;Vestfold;;387;6;11;33;13
2019/20;PB;vg3;Vestfold;;387;6;11;33;13
2019/20;PB;vg3;Færder videregående skole;;144;1;5;5;5
2019/20;PB;vg3;Greveskogen videregående skole;;10;0;0;0;0
2019/20;PB;vg3;Holmestrand videregående skole;;9;0;4;6;1
2019/20;PB;vg3;Horten videregående skole;;35;0;1;5;2
2019/20;PB;vg3;Nøtterøy videregående skole;;15;0;0;0;0
2019/20;PB;vg3;Re videregående skole;;35;0;0;0;0
2019/20;PB;vg3;Sande videregående skole;;25;3;0;0;0
2019/20;PB;vg3;Sandefjord videregående skole;;62;2;1;5;2
2019/20;PB;vg3;Thor Heyerdahl videregående skole;;52;0;0;12;3
2019/20;RM;Totalt;Vestfold;;110;0;4;16;10
2019/20;RM;vg1;Vestfold;;54;0;4;12;8
2019/20;RM;vg1;Greveskogen videregående skole;;21;0;0;2;2
2019/20;RM;vg1;Holmestrand videregående skole;;6;0;1;2;1
2019/20;RM;vg1;Sandefjord videregående skole;;12;0;3;4;4
2019/20;RM;vg1;Thor Heyerdahl videregående skole;;15;0;0;4;1
2019/20;RM;vg2;Vestfold;;56;0;0;4;2
2019/20;RM;vg2;Greveskogen videregående skole;;21;0;0;1;1
2019/20;RM;vg2;Holmestrand videregående skole;;4;0;0;0;0
2019/20;RM;vg2;Sandefjord videregående skole;;21;0;0;1;1
2019/20;RM;vg2;Thor Heyerdahl videregående skole;;10;0;0;2;0
2019/20;SS;Totalt;Vestfold;;337;3;32;66;26
2019/20;SS;vg1;Vestfold;;164;3;22;37;8
2019/20;SS;vg1;Greveskogen videregående skole;;41;0;6;23;2
2019/20;SS;vg1;Horten videregående skole;;15;3;4;5;2
2019/20;SS;vg1;Sandefjord videregående skole;;79;0;9;8;2
2019/20;SS;vg1;Thor Heyerdahl videregående skole;;29;0;3;1;2
2019/20;SS;vg2;Vestfold;;173;0;10;29;18
2019/20;SS;vg2;Greveskogen videregående skole;;47;0;0;9;5
2019/20;SS;vg2;Horten videregående skole;;21;0;4;2;3
2019/20;SS;vg2;Sandefjord videregående skole;;68;0;5;15;8
2019/20;SS;vg2;Thor Heyerdahl videregående skole;;37;0;1;3;2
2019/20;ST;Totalt;Vestfold;;2 937;30;50;167;44
2019/20;ST;vg1;Vestfold;;953;11;14;25;8
2019/20;ST;vg1;Greveskogen videregående skole;;134;1;4;7;0
2019/20;ST;vg1;Holmestrand videregående skole;;43;0;1;1;0
2019/20;ST;vg1;Horten videregående skole;;148;0;0;1;1
2019/20;ST;vg1;Melsom videregående skole;;10;0;0;1;1
2019/20;ST;vg1;Nøtterøy videregående skole;;143;0;2;2;2
2019/20;ST;vg1;Re videregående skole;;88;0;0;4;0
2019/20;ST;vg1;Sande videregående skole;;48;0;0;1;0
2019/20;ST;vg1;Sandefjord videregående skole;;217;9;7;8;4
2019/20;ST;vg1;Thor Heyerdahl videregående skole;;122;1;0;0;0
2019/20;ST;vg2;Vestfold;;939;12;24;77;22
2019/20;ST;vg2;Greveskogen videregående skole;;142;1;3;23;10
2019/20;ST;vg2;Holmestrand videregående skole;;41;0;0;1;0
2019/20;ST;vg2;Horten videregående skole;;116;4;3;7;2
2019/20;ST;vg2;Melsom videregående skole;;16;0;1;0;0
2019/20;ST;vg2;Nøtterøy videregående skole;;84;0;1;3;2
2019/20;ST;vg2;Re videregående skole;;117;0;1;6;0
2019/20;ST;vg2;Sande videregående skole;;46;1;0;4;0
2019/20;ST;vg2;Sandefjord videregående skole;;233;6;15;29;2
2019/20;ST;vg2;Thor Heyerdahl videregående skole;;144;0;0;4;6
2019/20;ST;vg3;Vestfold;;1 045;7;12;65;14
2019/20;ST;vg3;Greveskogen videregående skole;;202;0;0;21;1
2019/20;ST;vg3;Holmestrand videregående skole;;26;0;0;0;1
2019/20;ST;vg3;Horten videregående skole;;147;0;1;9;2
2019/20;ST;vg3;Melsom videregående skole;;7;0;0;0;1
2019/20;ST;vg3;Nøtterøy videregående skole;;104;0;3;7;1
2019/20;ST;vg3;Re videregående skole;;93;0;0;2;2
2019/20;ST;vg3;Sande videregående skole;;43;1;0;0;0
2019/20;ST;vg3;Sandefjord videregående skole;;270;6;6;13;6
2019/20;ST;vg3;Thor Heyerdahl videregående skole;;153;0;2;13;0
2019/20;TP;Totalt;Vestfold;;322;3;16;48;22
2019/20;TP;vg1;Vestfold;;183;1;10;35;16
2019/20;TP;vg1;Færder videregående skole;;56;0;5;3;3
2019/20;TP;vg1;Holmestrand videregående skole;;12;0;2;1;0
2019/20;TP;vg1;Horten videregående skole;;25;0;0;2;2
2019/20;TP;vg1;Sande videregående skole;;11;0;2;1;0
2019/20;TP;vg1;Sandefjord videregående skole;;36;0;1;13;6
2019/20;TP;vg1;Thor Heyerdahl videregående skole;;43;1;0;15;5
2019/20;TP;vg2;Vestfold;;139;2;6;13;6
2019/20;TP;vg2;Færder videregående skole;;73;1;3;6;4
2019/20;TP;vg2;Sande videregående skole;;9;1;1;0;0
2019/20;TP;vg2;Sandefjord videregående skole;;23;0;2;2;2
2019/20;TP;vg2;Thor Heyerdahl videregående skole;;34;0;0;5;0
2019/20;Alle utdanningsprogram;vg1;Vestfold;;2 572;23;104;212;97
2019/20;Alle utdanningsprogram;vg1;Færder videregående skole;;179;0;18;27;14
2019/20;Alle utdanningsprogram;vg1;Greveskogen videregående skole;;226;1;10;32;4
2019/20;Alle utdanningsprogram;vg1;Holmestrand videregående skole;;84;0;4;7;2
2019/20;Alle utdanningsprogram;vg1;Horten videregående skole;;358;4;11;18;11
2019/20;Alle utdanningsprogram;vg1;Melsom videregående skole;;40;0;1;13;3
2019/20;Alle utdanningsprogram;vg1;Nøtterøy videregående skole;;198;0;7;8;2
2019/20;Alle utdanningsprogram;vg1;Re videregående skole;;278;0;1;6;4
2019/20;Alle utdanningsprogram;vg1;Sande videregående skole;;141;5;5;12;2
2019/20;Alle utdanningsprogram;vg1;Sandefjord videregående skole;;572;10;40;61;37
2019/20;Alle utdanningsprogram;vg1;Thor Heyerdahl videregående skole;;496;3;7;28;18
2019/20;Alle utdanningsprogram;vg2;Vestfold;;2 401;22;73;206;78
2019/20;Alle utdanningsprogram;vg2;Færder videregående skole;;182;3;3;20;6
2019/20;Alle utdanningsprogram;vg2;Greveskogen videregående skole;;235;1;4;35;16
2019/20;Alle utdanningsprogram;vg2;Holmestrand videregående skole;;62;0;0;3;1
2019/20;Alle utdanningsprogram;vg2;Horten videregående skole;;284;5;23;19;12
2019/20;Alle utdanningsprogram;vg2;Melsom videregående skole;;49;0;2;7;2
2019/20;Alle utdanningsprogram;vg2;Nøtterøy videregående skole;;144;1;2;3;2
2019/20;Alle utdanningsprogram;vg2;Re videregående skole;;285;0;2;7;3
2019/20;Alle utdanningsprogram;vg2;Sande videregående skole;;136;5;2;5;1
2019/20;Alle utdanningsprogram;vg2;Sandefjord videregående skole;;567;7;28;73;18
2019/20;Alle utdanningsprogram;vg2;Thor Heyerdahl videregående skole;;457;0;7;34;17
2019/20;Alle utdanningsprogram;vg3;Vestfold;;1 830;16;32;128;39
2019/20;Alle utdanningsprogram;vg3;Færder videregående skole;;170;1;5;9;6
2019/20;Alle utdanningsprogram;vg3;Greveskogen videregående skole;;235;0;1;22;2
2019/20;Alle utdanningsprogram;vg3;Holmestrand videregående skole;;45;0;4;7;4
2019/20;Alle utdanningsprogram;vg3;Horten videregående skole;;235;0;4;18;6
2019/20;Alle utdanningsprogram;vg3;Melsom videregående skole;;39;0;1;5;3
2019/20;Alle utdanningsprogram;vg3;Nøtterøy videregående skole;;125;0;5;9;1
2019/20;Alle utdanningsprogram;vg3;Re videregående skole;;174;0;0;2;2
2019/20;Alle utdanningsprogram;vg3;Sande videregående skole;;103;6;0;0;0
2019/20;Alle utdanningsprogram;vg3;Sandefjord videregående skole;;407;9;8;24;10
2019/20;Alle utdanningsprogram;vg3;Thor Heyerdahl videregående skole;;297;0;4;32;5
2019/20;Alle utdanningsprogram;Totalt;Færder videregående skole;;531;4;26;56;26
2019/20;Alle utdanningsprogram;Totalt;Greveskogen videregående skole;;696;2;15;89;22
2019/20;Alle utdanningsprogram;Totalt;Holmestrand videregående skole;;191;0;8;17;7
2019/20;Alle utdanningsprogram;Totalt;Horten videregående skole;;877;9;38;55;29
2019/20;Alle utdanningsprogram;Totalt;Melsom videregående skole;;128;0;4;25;8
2019/20;Alle utdanningsprogram;Totalt;Nøtterøy videregående skole;;467;1;14;20;5
2019/20;Alle utdanningsprogram;Totalt;Re videregående skole;;737;0;3;15;9
2019/20;Alle utdanningsprogram;Totalt;Sande videregående skole;;380;16;7;17;3
2019/20;Alle utdanningsprogram;Totalt;Sandefjord videregående skole;;1 546;26;76;158;65
2019/20;Alle utdanningsprogram;Totalt;Thor Heyerdahl videregående skole;;1 250;3;18;94;40
2018/19;Totalt;Totalt;Vestfold;;6 558;46;503;575;218
2018/19;BA;Totalt;Vestfold;;291;1;22;13;5
2018/19;BA;vg1;Vestfold;;164;0;16;9;2
2018/19;BA;vg1;Færder videregående skole;;50;0;10;4;1
2018/19;BA;vg1;Re videregående skole;;61;0;1;0;0
2018/19;BA;vg1;Thor Heyerdahl videregående skole;;53;0;5;5;1
2018/19;BA;vg2;Vestfold;;127;1;6;4;3
2018/19;BA;vg2;Færder videregående skole;;44;1;1;0;1
2018/19;BA;vg2;Re videregående skole;;55;0;0;1;2
2018/19;BA;vg2;Thor Heyerdahl videregående skole;;28;0;5;3;0
2018/19;DH;Totalt;Vestfold;;109;0;2;23;16
2018/19;DH;vg1;Vestfold;;57;0;2;17;10
2018/19;DH;vg1;Færder videregående skole;;17;0;0;5;2
2018/19;DH;vg1;Horten videregående skole;;16;0;1;4;5
2018/19;DH;vg1;Sandefjord videregående skole;;24;0;1;8;3
2018/19;DH;vg2;Vestfold;;42;0;0;6;5
2018/19;DH;vg2;Horten videregående skole;;24;0;0;3;2
2018/19;DH;vg2;Sandefjord videregående skole;;18;0;0;3;3
2018/19;DH;vg3;Vestfold;;10;0;0;0;1
2018/19;DH;vg3;Færder videregående skole;;10;0;0;0;1
2018/19;EL;Totalt;Vestfold;;347;3;20;16;12
2018/19;EL;vg1;Vestfold;;154;0;12;11;5
2018/19;EL;vg1;Færder videregående skole;;38;0;5;2;2
2018/19;EL;vg1;Horten videregående skole;;20;0;3;6;2
2018/19;EL;vg1;Sande videregående skole;;28;0;1;1;0
2018/19;EL;vg1;Sandefjord videregående skole;;25;0;2;1;0
2018/19;EL;vg1;Thor Heyerdahl videregående skole;;43;0;1;1;1
2018/19;EL;vg2;Vestfold;;157;3;6;4;3
2018/19;EL;vg2;Færder videregående skole;;44;0;3;1;0
2018/19;EL;vg2;Horten videregående skole;;35;0;3;1;1
2018/19;EL;vg2;Sande videregående skole;;15;0;0;1;0
2018/19;EL;vg2;Sandefjord videregående skole;;20;3;0;0;1
2018/19;EL;vg2;Thor Heyerdahl videregående skole;;43;0;0;1;1
2018/19;EL;vg3;Vestfold;;36;0;2;1;4
2018/19;EL;vg3;Færder videregående skole;;16;0;0;0;1
2018/19;EL;vg3;Horten videregående skole;;13;0;2;1;3
2018/19;EL;vg3;Sandefjord videregående skole;;7;0;0;0;0
2018/19;HS;Totalt;Vestfold;;691;6;67;72;30
2018/19;HS;vg1;Vestfold;;361;3;33;32;22
2018/19;HS;vg1;Holmestrand videregående skole;;16;0;0;2;0
2018/19;HS;vg1;Horten videregående skole;;58;0;7;7;8
2018/19;HS;vg1;Nøtterøy videregående skole;;47;0;8;4;3
2018/19;HS;vg1;Re videregående skole;;55;0;1;3;1
2018/19;HS;vg1;Sande videregående skole;;32;1;3;1;0
2018/19;HS;vg1;Sandefjord videregående skole;;89;2;9;9;4
2018/19;HS;vg1;Thor Heyerdahl videregående skole;;64;0;5;6;6
2018/19;HS;vg2;Vestfold;;309;3;33;34;8
2018/19;HS;vg2;Holmestrand videregående skole;;8;0;1;1;0
2018/19;HS;vg2;Horten videregående skole;;37;0;5;6;2
2018/19;HS;vg2;Nøtterøy videregående skole;;50;0;6;6;0
2018/19;HS;vg2;Re videregående skole;;57;0;4;1;0
2018/19;HS;vg2;Sande videregående skole;;20;0;3;4;0
2018/19;HS;vg2;Sandefjord videregående skole;;72;1;13;11;5
2018/19;HS;vg2;Thor Heyerdahl videregående skole;;65;2;1;5;1
2018/19;HS;vg3;Vestfold;;21;0;1;6;0
2018/19;HS;vg3;Nøtterøy videregående skole;;4;0;1;1;0
2018/19;HS;vg3;Sandefjord videregående skole;;17;0;0;5;0
2018/19;ID;Totalt;Vestfold;;507;5;34;20;5
2018/19;ID;vg1;Vestfold;;195;1;0;5;2
2018/19;ID;vg1;Horten videregående skole;;27;0;0;1;0
2018/19;ID;vg1;Re videregående skole;;56;0;0;1;1
2018/19;ID;vg1;Sande videregående skole;;23;1;0;0;0
2018/19;ID;vg1;Sandefjord videregående skole;;32;0;0;1;0
2018/19;ID;vg1;Thor Heyerdahl videregående skole;;57;0;0;2;1
2018/19;ID;vg2;Vestfold;;155;3;12;7;2
2018/19;ID;vg2;Horten videregående skole;;16;0;7;1;2
2018/19;ID;vg2;Re videregående skole;;45;0;1;2;0
2018/19;ID;vg2;Sande videregående skole;;13;2;3;0;0
2018/19;ID;vg2;Sandefjord videregående skole;;28;1;0;2;0
2018/19;ID;vg2;Thor Heyerdahl videregående skole;;53;0;1;2;0
2018/19;ID;vg3;Vestfold;;157;1;22;8;1
2018/19;ID;vg3;Horten videregående skole;;11;0;6;2;0
2018/19;ID;vg3;Re videregående skole;;43;0;4;2;0
2018/19;ID;vg3;Sande videregående skole;;23;1;3;0;0
2018/19;ID;vg3;Sandefjord videregående skole;;25;0;4;3;1
2018/19;ID;vg3;Thor Heyerdahl videregående skole;;55;0;5;1;0
2018/19;KD;Totalt;Vestfold;;108;0;11;17;2
2018/19;KD;vg1;Vestfold;;47;0;2;7;2
2018/19;KD;vg1;Færder videregående skole;;27;0;0;2;1
2018/19;KD;vg1;Sandefjord videregående skole;;20;0;2;5;1
2018/19;KD;vg2;Vestfold;;25;0;2;7;0
2018/19;KD;vg2;Færder videregående skole;;15;0;1;5;0
2018/19;KD;vg2;Sandefjord videregående skole;;10;0;1;2;0
2018/19;KD;vg3;Vestfold;;36;0;7;3;0
2018/19;KD;vg3;Færder videregående skole;;16;0;5;1;0
2018/19;KD;vg3;Sandefjord videregående skole;;20;0;2;2;0
2018/19;MD;Totalt;Vestfold;;251;0;10;26;12
2018/19;MD;vg1;Vestfold;;92;0;3;9;4
2018/19;MD;vg1;Greveskogen videregående skole;;29;0;0;1;0
2018/19;MD;vg1;Sandefjord videregående skole;;39;0;3;6;1
2018/19;MD;vg1;Thor Heyerdahl videregående skole;;24;0;0;2;3
2018/19;MD;vg2;Vestfold;;61;0;2;9;4
2018/19;MD;vg2;Greveskogen videregående skole;;24;0;1;2;0
2018/19;MD;vg2;Sandefjord videregående skole;;22;0;1;5;3
2018/19;MD;vg2;Thor Heyerdahl videregående skole;;15;0;0;2;1
2018/19;MD;vg3;Vestfold;;98;0;5;8;4
2018/19;MD;vg3;Greveskogen videregående skole;;28;0;2;3;0
2018/19;MD;vg3;Sandefjord videregående skole;;45;0;1;4;3
2018/19;MD;vg3;Thor Heyerdahl videregående skole;;25;0;2;1;1
2018/19;ME;Totalt;Vestfold;;231;5;35;20;6
2018/19;ME;vg1;Vestfold;;96;1;10;8;1
2018/19;ME;vg1;Holmestrand videregående skole;;9;0;0;1;0
2018/19;ME;vg1;Horten videregående skole;;28;0;1;1;0
2018/19;ME;vg1;Melsom videregående skole;;18;0;6;5;0
2018/19;ME;vg1;Sande videregående skole;;13;1;3;0;0
2018/19;ME;vg1;Thor Heyerdahl videregående skole;;28;0;0;1;1
2018/19;ME;vg2;Vestfold;;70;1;13;7;2
2018/19;ME;vg2;Holmestrand videregående skole;;6;0;4;2;0
2018/19;ME;vg2;Horten videregående skole;;21;0;2;2;0
2018/19;ME;vg2;Melsom videregående skole;;14;0;1;2;0
2018/19;ME;vg2;Sande videregående skole;;9;1;1;1;0
2018/19;ME;vg2;Thor Heyerdahl videregående skole;;20;0;5;0;2
2018/19;ME;vg3;Vestfold;;65;3;12;5;3
2018/19;ME;vg3;Holmestrand videregående skole;;8;0;1;2;0
2018/19;ME;vg3;Horten videregående skole;;12;0;3;0;0
2018/19;ME;vg3;Melsom videregående skole;;14;0;3;2;1
2018/19;ME;vg3;Sande videregående skole;;12;3;2;0;0
2018/19;ME;vg3;Thor Heyerdahl videregående skole;;19;0;3;1;2
2018/19;NA;Totalt;Vestfold;;64;0;8;11;2
2018/19;NA;vg1;Vestfold;;24;0;5;9;2
